id,decision,status,objective,candidateObjective,mapping,originalDomain,domain,question,reason,reference,reviewedAt
"85","conservar_revisada","verified","1.4","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","When scaling out by adding clusters to a multi-cluster warehouse, you are primarily scaling for improved:","Enunciado, opciones y clave revisados; explicación sustituida por una nota contrastada.","https://docs.snowflake.com/en/user-guide/warehouses-multicluster","2026-09-21"
"86","conservar_revisada","verified","1.1","","editorial","Colaboracion y Proteccion de datos","Arquitectura y Data Cloud","What is the minimum Snowflake edition that provides data sharing?","Enunciado, todas las opciones y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/intro-editions","2026-09-21"
"87","conservar_revisada","verified","1.2","","editorial","Gestion de cuenta y Gobernanza","Arquitectura y Data Cloud","True or False: Each worksheet in the Snowflake Web Interface (UI) can be associated with different roles, databases, schemas, and Virtual Warehouses.","Enunciado, todas las opciones y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/ui-snowsight-worksheets","2026-09-21"
"88","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","True or False: You can query the files in an External Stage directly without having to load the data into a table.","Enunciado, todas las opciones y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/querying-stage","2026-09-21"
"89","corregir","verified","4.4","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","What does the FLATTEN table function do?","Reformulado para corregir ambigüedad, alcance o terminología; clave y explicación contrastadas.","https://docs.snowflake.com/en/sql-reference/functions/flatten","2026-09-21"
"90","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","True or False: An active warehouse is required to run a COPY INTO statement.","Revisar alcance, condiciones o clave: una lectura preliminar detectó ambigüedad, límite histórico, contexto ausente o posible respuesta adicional. No se declara incorrecta sin validar todas las opciones.","https://docs.snowflake.com/en/sql-reference/sql/copy-into-table.html",""
"91","apartar","quarantine","","","provisional","Gestion de cuenta y Gobernanza","Arquitectura y Data Cloud","True or False: AWS Private Link provides a secure connection from the Customer's on-premise data center to the Snowflake.","Revisar alcance, condiciones o clave: una lectura preliminar detectó ambigüedad, límite histórico, contexto ausente o posible respuesta adicional. No se declara incorrecta sin validar todas las opciones.","https://docs.snowflake.com/en/user-guide/data-load-private-link.html",""
"92","apartar","quarantine","","1.5","provisional","Arquitectura y Data Cloud","Arquitectura y Data Cloud","True or False: Snowflake's Global Services Layer gathers and maintains statistics on all columns in all micro-partitions.","Revisar alcance, condiciones o clave: una lectura preliminar detectó ambigüedad, límite histórico, contexto ausente o posible respuesta adicional. No se declara incorrecta sin validar todas las opciones.","https://docs.snowflake.com/en/user-guide/admin-security-privatelink",""
"93","conservar_revisada","verified","1.5","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","True or False: It is best practice to define a clustering key on every table.","Enunciado, todas las opciones y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/tables-clustering-keys","2026-09-21"
"94","archivar","archived","","","provisional","Arquitectura y Data Cloud","Arquitectura y Data Cloud","Which of the following statements is true of Snowflake?","Repite la afirmación histórica de diseño cloud-native; el objetivo de arquitectura se cubre con preguntas funcionales.","https://docs.snowflake.com/en/user-guide/intro-key-concepts","2026-09-21"
"95","conservar_revisada","verified","1.1","","editorial","Arquitectura y Data Cloud","Arquitectura y Data Cloud","What is the minimum Snowflake edition that provides multi-cluster warehouses and up to 90 days of Time Travel?","Enunciado, todas las opciones y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/intro-editions","2026-09-21"
"96","apartar","quarantine","","5.2","provisional","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","How many shares can be consumed by a single Data Consumer?","Revisar alcance, condiciones o clave: una lectura preliminar detectó ambigüedad, límite histórico, contexto ausente o posible respuesta adicional. No se declara incorrecta sin validar todas las opciones.","https://docs.snowflake.com/en/user-guide/data-sharing-intro.html",""
"97","conservar_revisada","verified","1.1","","editorial","Arquitectura y Data Cloud","Arquitectura y Data Cloud","What is the lowest Snowflake edition that offers Time Travel up to 90 days?","Enunciado, todas las opciones y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/intro-editions","2026-09-21"
"98","conservar_revisada","verified","1.3","","editorial","Arquitectura y Data Cloud","Arquitectura y Data Cloud","Which of the following statements are true about Schemas in Snowflake? (Choose two.)","Enunciado, opciones y clave revisados; explicación sustituida por una nota contrastada.","https://docs.snowflake.com/en/user-guide/databases","2026-09-21"
"99","conservar_revisada","verified","1.4","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","True or False: You can resize a Virtual Warehouse while queries are running.","Enunciado, opciones y clave revisados; explicación sustituida por una nota contrastada.","https://docs.snowflake.com/en/user-guide/warehouses-tasks","2026-09-21"
"100","conservar_revisada","verified","5.1","","editorial","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","What is the most granular object that the Time Travel retention period can be defined on?","Enunciado, todas las opciones y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-time-travel","2026-09-21"
"101","conservar_revisada","verified","1.5","","editorial","Arquitectura y Data Cloud","Arquitectura y Data Cloud","Which of the following statements is true of Snowflake micro-partitioning?","Enunciado, todas las opciones y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/tables-clustering-micropartitions","2026-09-21"
"102","conservar_revisada","verified","2.3","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","True or False: Snowflake bills for a minimum of five minutes each time a Virtual Warehouse is started.","Enunciado, todas las opciones y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/warehouses-considerations","2026-09-21"
"103","conservar_revisada","verified","1.4","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","When scaling up Virtual Warehouses by increasing Virtual Warehouse t-shirt size, you are primarily scaling for improved:","Enunciado, opciones y clave revisados; explicación sustituida por una nota contrastada.","https://docs.snowflake.com/en/user-guide/warehouses-tasks","2026-09-21"
"104","apartar","quarantine","","4.2","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","As a best practice, clustering keys should only be defined on tables of which minimum size?","Revisar alcance, condiciones o clave: una lectura preliminar detectó ambigüedad, límite histórico, contexto ausente o posible respuesta adicional. No se declara incorrecta sin validar todas las opciones.","https://docs.snowflake.com/en/user-guide/tables-clustering-keys.html",""
"105","corregir","verified","2.3","","editorial","Carga, Descarga y Conectividad","Gestion de cuenta y Gobernanza","How is Snowpipe ingestion billed under the current volume-based model?","Replaced superseded per-second/per-core billing.","https://docs.snowflake.com/en/user-guide/data-load-snowpipe-billing","2026-09-21"
"106","corregir","verified","2.3","","editorial","Carga, Descarga y Conectividad","Gestion de cuenta y Gobernanza","Who charges for the object storage holding files in an external stage?","Reformulado para corregir ambigüedad, alcance o terminología; clave y explicación contrastadas.","https://docs.snowflake.com/en/user-guide/cost-understanding-data-storage","2026-09-21"
"107","conservar_revisada","verified","3.2","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","True or False: When active, a Pipe requires a dedicated Virtual Warehouse to execute.","Enunciado, todas las opciones y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-load-snowpipe-intro","2026-09-21"
"108","conservar_revisada","verified","2.1","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","True or False: Snowflake supports federated authentication in all editions.","Enunciado, todas las opciones y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/admin-security-fed-auth-overview","2026-09-21"
"109","conservar_revisada","verified","2.1","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","True or False: When a new Snowflake object is created, it is automatically owned by the user who created it.","Enunciado, opciones y clave revisados; explicación sustituida por una nota contrastada.","https://docs.snowflake.com/en/user-guide/security-access-control-overview","2026-09-21"
